linkID,eecaCircuit,avgPeakDemandW,avgDemandW,LoadFactor,CLF
rf_27,Other,1407.68817069243,647.099360348943,0.459689421152583,0.248331255601511
rf_27,Oven,173.071475845411,39.4209478687398,0.227772645239075,0.501180688408536
rf_27,Total,2464.31434661836,1094.92012228629,0.444310249538087,0.25692689119873
rf_28,Heat Pump or Heating,,51.8951589450243,,
rf_28,Lighting,,32.7979666463745,,
rf_28,Other,,241.013950449854,,
rf_28,Total,,352.21245179322,,
rf_29,Hot water,883.38090871231,380.127055347025,0.430309339491081,0.265286482688389
rf_29,Lighting,298.934549808429,105.286102495674,0.352204529597353,0.324116362932802
rf_29,Other,2152.63452082292,1325.73225293451,0.615864997104896,0.18535758920897
rf_29,Oven,61.338578099839,19.156462839404,0.312306927105869,0.365522635695029
rf_29,Total,3396.2885574435,1830.30187361661,0.538912357610256,0.211825261620945
rf_30,Hot water,30.9605253623189,186.813551766939,6.03392705972308,0.0189188980926779
rf_30,Lighting,542.63065821256,111.422589369056,0.205337807001332,0.555938785986996
rf_30,Other,424.683339774557,431.289646498082,1.01555584150542,0.112406670786644
rf_30,Oven,147.422279388084,31.7483771784719,0.215356710737699,0.530075198262995
rf_30,Total,1145.69680273752,761.274164812549,0.664463899169105,0.171800531653113
rf_31,Heat Pump or Heating,368.116430354267,122.348308522309,0.332363074379927,0.343465504868512
rf_31,Hot water,359.894481481482,217.15872778102,0.603395547736938,0.189188089918291
rf_31,Lighting,296.712988727858,66.552943879821,0.224300743169901,0.508938354497932
rf_31,Other,555.146683172303,276.907772302685,0.498801092929777,0.228859264263127
rf_31,Total,1579.87058373591,682.967752485834,0.432293479932277,0.264068870896309
rf_32,Heat Pump or Heating,290.56183116775,90.0382647981348,0.309876436406932,0.368389582845348
rf_32,Hot water,440.175011452607,288.999753380836,0.65655647381508,0.173869660408991
rf_32,Lighting,153.417442389916,25.4533547399845,0.165909132256903,0.68805887649866
rf_32,Other,976.978183949692,309.726444285409,0.317024933999302,0.360082879606573
rf_32,Total,1861.13246895996,714.217817204364,0.383754423242899,0.297469538401379
rf_33,Hot water,568.309220764618,337.454232596389,0.593786305529882,0.192249720275517
rf_33,Lighting,105.925479315898,36.1032685307205,0.340836489614091,0.334926730617382
rf_33,Other,1109.3832680743,600.514293199838,0.541304624363256,0.210889111239046
rf_33,Oven,190.529549919485,44.7235460116068,0.234732859183819,0.486319859684228
rf_33,Total,1974.1475180743,1018.79534033855,0.516068495900625,0.22120174366066
rf_34,Heat Pump or Heating,988.563748357303,216.188778218654,0.218689769453811,0.521996302921079
rf_34,Hot water,100.870835429507,351.265899736592,3.482333602581,0.0327812507845154
rf_34,Lighting,299.96233694881,102.087036707396,0.340332848936356,0.335422371065039
rf_34,Other,822.488671818412,575.036843342829,0.699142569430774,0.163278930697204
rf_34,Total,2211.88559255403,1244.57855800547,0.562677636761662,0.202878599900544
rf_35,Heat Pump or Heating,268.654683699817,76.1252227299988,0.283357139662072,0.40286703655215
rf_35,Hot water,243.069663168416,249.141920137241,1.02498155010244,0.111372981426001
rf_35,Lighting,125.729225789883,81.1756393260575,0.645638584156378,0.176809834391656
rf_35,Other,1788.68807980732,959.63709229932,0.536503319462326,0.212776411627717
rf_35,Total,2426.14165246543,1365.93876517916,0.563008661836006,0.202759315938915
rf_36,Heat Pump or Heating,579.766013632073,94.2238192677855,0.162520425572205,0.702405563729189
rf_36,Hot water,605.839965114178,262.040116628117,0.432523655943914,0.26392834142777
rf_36,Lighting,202.495012785274,49.0597874324271,0.242276522061559,0.471177521330554
rf_36,Other,858.344563079404,283.652859436669,0.330465027260188,0.345438221066805
rf_36,Total,2249.98814173469,689.26090798022,0.306339795839464,0.372642577595028
rf_37,Heat Pump or Heating,396.394206327392,94.0377781646806,0.237232978342303,0.481194697040974
rf_37,Hot water,623.443708937198,371.132174614874,0.59529380005703,0.191762875962451
rf_37,Lighting,106.324677286357,27.5709044512128,0.25930861164956,0.440229309838064
rf_37,Other,462.352710006108,264.640520007452,0.572378001210279,0.199440318985311
rf_37,Total,1588.51530255705,757.381377238219,0.476785697952706,0.239426752169223
rf_38,Heat Pump or Heating,847.067149702926,275.293790595892,0.324996419342245,0.351250796462895
rf_38,Hot water,450.886574893109,469.803970232299,1.04195599601446,0.109558610515418
rf_38,Lighting,204.5445292215,59.6349693213501,0.291550057820279,0.391545973254177
rf_38,Other,431.264684477206,290.225588936782,0.672963957826975,0.16963055719977
rf_38,Total,1933.76293829474,1095.2895902936,0.566403238268423,0.201544135747779
rf_39,Hot water,568.284766505636,409.299167908921,0.720236036636505,0.158497000059392
rf_39,Lighting,485.822387084236,260.643486469373,0.536499538511757,0.212777911157608
rf_39,Other,2655.53231349603,1264.00216043108,0.475988243113114,0.239827879770603
rf_39,Oven,248.648449566883,49.7443839085067,0.200059095462512,0.570607654091605
rf_39,Total,3958.28791665279,1983.68919871788,0.501148284431853,0.227787372894969
rf_40,Hot water,609.751067382975,336.390221141136,0.551684513788403,0.206921253521603
rf_40,Lighting,331.123981928228,144.246095266093,0.435625636132146,0.262048974332915
rf_40,Other,839.609342259426,710.942138469326,0.846753487230323,0.134815212293896
rf_40,Total,1780.48439157063,1191.57845487656,0.669243976817692,0.170573445702672
rf_41,Heat Pump or Heating,117.044743628186,79.5659764556683,0.679791112264077,0.167926954445393
rf_41,Lighting,641.248338275307,217.200405426144,0.33871496027627,0.337024532510884
rf_41,Other,1117.36131158495,783.358194345022,0.701078680837668,0.162828016685883
rf_41,Oven,130.974565217391,40.1687796905769,0.306691452832119,0.372215300059374
rf_41,Total,2006.62895870583,1120.29335591741,0.558296216675723,0.204470758948126
rf_42,Heat Pump or Heating,325.988813296055,62.4365698334934,0.191529792701169,0.596018246203928
rf_42,Hot water,1041.77993493987,420.974539769064,0.40409161824888,0.28249843843889
rf_42,Lighting,1289.11511021507,382.626441840088,0.296813247170962,0.384602952292759
rf_42,Other,579.484392404368,454.35152772166,0.784061717066247,0.145594726354822
rf_42,Total,3236.36825085536,1320.3890791643,0.407984807914035,0.279802700804501
rf_44,Heat Pump or Heating,894.219956493975,142.129291239475,0.158942204551921,0.718218622066877
rf_44,Hot water,1131.94314927259,493.561451393885,0.436030247376876,0.261805807804164
rf_44,Lighting,337.363537481259,99.9453010720384,0.296254010786777,0.385328964284347
rf_44,Other,771.032939544117,407.652739558634,0.528709888580979,0.215912835388681
rf_44,Total,3134.55958279194,1143.28878326403,0.364736656958268,0.31297992390881
rf_45,Heat Pump or Heating,418.79668015992,100.733951841332,0.240531877671204,0.474595102515258
rf_45,Hot water,618.768826558943,319.389594517611,0.516169497894358,0.221158459783527
rf_45,Lighting,374.529842453773,86.4390360075104,0.230793454110881,0.494620835678938
rf_45,Other,520.040414084624,279.014711113308,0.536525053739199,0.212767792195297
rf_45,Total,1932.13576325726,785.577293479761,0.406584934878183,0.280766062263853
rf_47,Lighting,86.7446493419957,24.9845352958785,0.288023935601786,0.396339460132162
rf_47,Other,1311.93621927718,416.349124980572,0.317354699765788,0.359708714652093
rf_47,Oven,85.8805833333333,24.3119188065702,0.283089819176087,0.40324746214397
rf_47,Total,1530.10593392193,472.848415592697,0.309029855456284,0.369398778551676
