linkID,year,season,r_dateTime_nz,Heat Pump or Heating,Hot water,Lighting,Other,Oven,Total,contribution_HW,contribution_HP,contribution_LI,contribution_OV,contribution_XX
rf_06,2018,Winter,2018-06-06T05:00:00Z,,1920.514,345.870666666667,2975.693,1901.049,7143.12666666667,0.268861814947516,,0.0484200662828323,0.266136817770743,
rf_07,2014,Spring,2014-10-17T04:30:00Z,,,,746.68233333333,3004.751,3751.43333333333,,,,0.800960788320909,
rf_07,2014,Summer,2014-12-23T05:00:00Z,,,,311.91033333333,2652.294,2964.20433333333,,,,0.894774348102184,
rf_07,2014,Winter,2014-07-16T05:00:00Z,,,,2483.62266666666,1945.32966666667,4428.95233333333,,,,0.439230210726285,
rf_07,2015,Autumn,2015-05-24T05:30:00Z,,,,2580.59,2042.80266666667,4623.39266666667,,,,0.441840616609246,
rf_07,2015,Spring,2015-09-19T05:30:00Z,,,,2688.40866666666,2456.67966666667,5145.08833333333,,,,0.477480561558225,
rf_07,2015,Summer,2015-02-08T04:30:00Z,,,,573.26133333333,2759.03466666667,3332.296,,,,0.827968063661413,
rf_07,2015,Winter,2015-06-23T05:00:00Z,,,,4393.47866666667,1284.66133333333,5678.14,,,,0.226246857832553,
rf_07,2016,Autumn,2016-04-14T05:00:00Z,,,,2087.83666666667,2395.91833333333,4483.755,,,,0.534355318997878,
rf_07,2016,Spring,2016-10-25T04:00:00Z,,,,2435.151,2696.04866666667,5131.19966666667,,,,0.525422677308926,
rf_07,2016,Summer,2016-02-13T05:30:00Z,,,,446.35133333333,2906.649,3353.00033333333,,,,0.866880021186995,
rf_07,2016,Winter,2016-08-13T05:30:00Z,,,,3980.13733333333,1932.185,5912.32233333333,,,,0.326806437650812,
rf_07,2017,Autumn,2017-05-18T05:00:00Z,,,,2545.987,1298.49,3844.477,,,,0.33775465427417,
rf_07,2017,Spring,2017-09-06T05:00:00Z,,,,3254.26766666666,1614.25166666667,4868.51933333333,,,,0.331569324499619,
rf_07,2017,Summer,2017-12-27T04:30:00Z,,,,1185.204,1995.871,3181.075,,,,0.627420290310666,
rf_07,2017,Winter,2017-07-02T05:00:00Z,,,,3658.29933333334,1535.58933333333,5193.88866666667,,,,0.295653109237484,
rf_07,2018,Autumn,2018-05-05T05:30:00Z,,,,2051.70933333334,2161.74033333333,4213.44966666667,,,,0.513057115748939,
rf_07,2018,Summer,2018-01-26T05:00:00Z,,,,212.42233333334,2609.74633333333,2822.16866666667,,,,0.924730815757997,
rf_07,2018,Winter,2018-06-24T05:00:00Z,,,,2553.45866666666,2734.70766666667,5288.16633333333,,,,0.517137225701235,
rf_08,2014,Autumn,2014-05-30T09:00:00Z,535.486,2300.35133333333,,782.66566666667,0,3618.503,0.635719062090961,0.147985506713688,,0,
rf_08,2014,Spring,2014-09-14T08:30:00Z,955.4,2265.04166666667,,3072.89433333333,0,6293.336,0.359911129274946,0.151811376351112,,0,
rf_08,2014,Summer,2014-12-20T06:30:00Z,0,2311.77233333333,,2031.35366666667,0,4343.126,0.532283045284279,0,,0,
rf_08,2014,Winter,2014-07-01T08:30:00Z,1308.72233333333,2259.51566666667,,2778.79566666667,0,6347.03366666667,0.355995538283212,0.206194326683105,,0,
rf_08,2015,Autumn,2015-04-13T05:00:00Z,629.502,0,,2809.11566666666,2269.14866666667,5707.76633333333,0,0.110288677433011,,0.397554583377888,
rf_08,2015,Spring,2015-09-05T08:30:00Z,456.479333333333,2283.23333333333,,2925.112,619.420666666667,6284.24533333333,0.363326574986251,0.0726386875623782,,0.0985672318330879,
rf_08,2015,Summer,2015-12-24T07:00:00Z,0,2290.37233333333,,2474.59133333334,0,4764.96366666667,0.480669422383143,0,,0,
rf_08,2015,Winter,2015-08-25T05:30:00Z,1255.89633333333,1919.20433333333,,1221.17266666668,2258.97133333333,6655.24466666667,0.288374722411908,0.188707763010365,,0.339427240691476,
rf_08,2016,Autumn,2016-05-10T05:00:00Z,361.848333333333,2286.12433333333,,1345.21133333334,1963.44933333333,5956.63333333333,0.383794705062703,0.0607471222558604,,0.329624004611105,
rf_08,2016,Spring,2016-09-10T05:00:00Z,0,2292.589,,1225.79466666667,2730.112,6248.49566666667,0.366902550998008,0,,0.436923084473612,
rf_08,2016,Summer,2016-01-03T07:00:00Z,0,2307.31633333333,,2115.41566666667,0,4422.732,0.521694810658509,0,,0,
rf_08,2016,Winter,2016-07-29T09:00:00Z,667.088666666667,2272.19266666667,,4943.16633333333,0,7882.44766666667,0.288259784619355,0.0846296347120267,,0,
rf_08,2017,Autumn,2017-05-13T06:00:00Z,481.108,2269.711,,1087.236,3480.848,7318.903,0.31011628382013,0.0657349878800143,,0.475596957631492,
rf_08,2017,Summer,2017-01-21T04:00:00Z,0,2293.635,,707.89366666666,1400.88966666667,4402.41833333333,0.520994332281765,0,,0.318209120668906,
rf_09,2014,Spring,2014-09-10T06:00:00Z,,,,,,2383.872,,,,,
rf_09,2014,Summer,2014-12-31T05:00:00Z,,,,,,2494.15366666667,,,,,
rf_09,2014,Winter,2014-08-09T07:30:00Z,,,,,,4337.213,,,,,
rf_09,2015,Autumn,2015-03-19T06:00:00Z,,,,,,3827.79633333333,,,,,
rf_09,2015,Summer,2015-01-29T05:30:00Z,,,,,,3519.21766666667,,,,,
rf_09,2015,Winter,2015-07-04T07:30:00Z,,,,,,5019.34666666667,,,,,
rf_10,2014,Spring,2014-09-01T05:30:00Z,977.459333333333,,,2482.31233333333,1690.14266666667,5149.91433333333,,0.189801086011593,,0.328188501258565,
rf_10,2014,Summer,2014-12-02T05:00:00Z,0,,,3390.21433333333,0,3390.21433333333,,0,,0,
rf_10,2014,Winter,2014-08-01T06:00:00Z,41.7663333333333,,,4249.24966666666,631.241333333333,4922.25733333333,,0.00848519906720304,,0.128242245495495,
rf_10,2015,Autumn,2015-05-27T08:00:00Z,615.752,,,3580.78466666667,0,4196.53666666667,,0.146728611926819,,0,
rf_10,2015,Spring,2015-10-18T04:00:00Z,0,,,2214.85366666667,1798.10833333333,4012.962,,0,,0.448075095984794,
rf_10,2015,Summer,2015-12-10T04:00:00Z,0,,,2670.89733333333,621.435,3292.33233333333,,0,,0.188752208793827,
rf_10,2015,Winter,2015-07-26T05:00:00Z,427.749666666667,,,3049.79233333333,1379.76666666667,4857.30866666667,,0.0880631016105901,,0.284059910817555,
rf_10,2016,Autumn,2016-04-12T06:00:00Z,0,,,3885.39866666667,0,3885.39866666667,,0,,0,
rf_10,2016,Spring,2016-10-18T06:30:00Z,0,,,4189.598,0,4189.598,,0,,0,
rf_10,2016,Summer,2016-12-06T08:00:00Z,0,,,3592.09966666667,0,3592.09966666667,,0,,0,
rf_10,2016,Winter,2016-07-12T05:30:00Z,1264.088,,,3584.84033333333,1353.35866666667,6202.287,,0.203809981705136,,0.218203167100566,
rf_10,2017,Autumn,2017-04-29T05:00:00Z,0,,,3468.84766666667,1506.577,4975.42466666667,,0,,0.302803700374253,
rf_10,2017,Spring,2017-09-06T06:00:00Z,167.160333333333,,,3279.55766666667,0,3446.718,,0.0484984072771062,,0,
rf_10,2017,Summer,2017-01-12T04:30:00Z,0,,,3510.028,1239.73833333333,4749.76633333333,,0,,0.261010383738877,
rf_10,2017,Winter,2017-07-21T05:00:00Z,342.350666666667,,,3680.97133333333,1551.38533333333,5574.70733333333,,0.0614114152001523,,0.278290005298932,
rf_10,2018,Autumn,2018-03-28T05:00:00Z,0,,,1980.15066666666,1640.75466666667,3620.90533333333,,0,,0.453133820307924,
rf_10,2018,Summer,2018-02-15T05:30:00Z,0,,,3765.76533333333,0,3765.76533333333,,0,,0,
rf_11,2014,Spring,2014-10-13T05:00:00Z,,1910.23066666667,,1668.881,,3579.11166666667,0.533716420322175,,,,
rf_11,2014,Summer,2014-12-03T06:00:00Z,,628.094666666667,,2713.538,,3341.63266666667,0.187960416155855,,,,
rf_11,2014,Winter,2014-07-22T08:00:00Z,,908.920666666667,,4198.466,,5107.38666666667,0.177961984472163,,,,
rf_11,2015,Autumn,2015-05-28T09:00:00Z,,52.271,,8640.41,,8692.681,0.00601321962694823,,,,
rf_11,2015,Spring,2015-09-03T06:30:00Z,,49.42,,4541.708,,4591.128,0.0107642392022178,,,,
rf_11,2015,Summer,2015-02-13T05:30:00Z,,943.821666666667,,1779.135,,2722.95666666667,0.3466164842873,,,,
rf_11,2015,Winter,2015-06-02T08:00:00Z,,51.984,,7126.52466666667,,7178.50866666667,0.00724161555190247,,,,
rf_11,2016,Autumn,2016-05-25T07:00:00Z,,49.578,,4209.09933333334,,4258.67733333334,0.0116416427260044,,,,
rf_11,2016,Spring,2016-09-08T05:00:00Z,,51.575,,4133.88733333333,,4185.46233333333,0.0123224140829683,,,,
rf_11,2016,Summer,2016-02-25T04:00:00Z,,57.554,,2692.77066666667,,2750.32466666667,0.0209262567061779,,,,
rf_11,2016,Winter,2016-06-29T07:00:00Z,,49.2,,5886.57566666667,,5935.77566666667,0.00828872295095159,,,,
rf_11,2017,Autumn,2017-05-31T06:30:00Z,,50.576,,3691.14366666667,,3741.71966666667,0.0135167795841466,,,,
