linkID,year,season,r_dateTime_nz,Heat Pump or Heating,Hot water,Lighting,Oven,Total,XX_Other,contribution_HW,contribution_HP,contribution_LI,contribution_OV,contribution_XX
rf_09,2015,Summer,2015-01-29T05:30:00Z,,,,,3519.21766666667,981.428444444445,,,,,
rf_09,2015,Winter,2015-07-04T07:30:00Z,,,,,5019.34666666667,1544.34677777778,,,,,
rf_10,2014,Spring,2014-09-01T05:30:00Z,977.459333333333,,,1690.14266666667,5149.91433333333,1851.631,,0.189801086011593,,0.328188501258565,
rf_10,2014,Summer,2014-12-02T05:00:00Z,0,,,0,3390.21433333333,1676.96625,,0,,0,
rf_10,2014,Winter,2014-08-01T06:00:00Z,41.7663333333333,,,631.241333333333,4922.25733333333,2129.67783333333,,0.00848519906720304,,0.128242245495495,
rf_10,2015,Autumn,2015-05-27T08:00:00Z,615.752,,,0,4196.53666666667,1885.80408333333,,0.146728611926819,,0,
rf_10,2015,Spring,2015-10-18T04:00:00Z,0,,,1798.10833333333,4012.962,1557.48266666667,,0,,0.448075095984794,
rf_10,2015,Summer,2015-12-10T04:00:00Z,0,,,621.435,3292.33233333333,1494.51608333333,,0,,0.188752208793827,
rf_10,2015,Winter,2015-07-26T05:00:00Z,427.749666666667,,,1379.76666666667,4857.30866666667,1876.953,,0.0880631016105901,,0.284059910817555,
rf_10,2016,Autumn,2016-04-12T06:00:00Z,0,,,0,3885.39866666667,1859.1245,,0,,0,
rf_10,2016,Spring,2016-10-18T06:30:00Z,0,,,0,4189.598,2062.281,,0,,0,
rf_10,2016,Summer,2016-12-06T08:00:00Z,0,,,0,3592.09966666667,1755.74066666667,,0,,0,
rf_10,2016,Winter,2016-07-12T05:30:00Z,1264.088,,,1353.35866666667,6202.287,2378.84666666667,,0.203809981705136,,0.218203167100566,
rf_10,2017,Autumn,2017-04-29T05:00:00Z,0,,,1506.577,4975.42466666667,2010.34925,,0,,0.302803700374253,
rf_10,2017,Spring,2017-09-06T06:00:00Z,167.160333333333,,,0,3446.718,1620.9555,,0.0484984072771062,,0,
rf_10,2017,Summer,2017-01-12T04:30:00Z,0,,,1239.73833333333,4749.76633333333,2009.89575,,0,,0.261010383738877,
rf_10,2017,Winter,2017-07-21T05:00:00Z,342.350666666667,,,1551.38533333333,5574.70733333333,2211.72208333333,,0.0614114152001523,,0.278290005298932,
rf_10,2018,Autumn,2018-03-28T05:00:00Z,0,,,1640.75466666667,3620.90533333333,1374.08333333333,,0,,0.453133820307924,
rf_10,2018,Summer,2018-02-15T05:30:00Z,0,,,0,3765.76533333333,1885.39208333333,,0,,0,
rf_11,2014,Spring,2014-10-13T05:00:00Z,,1910.23066666667,,,3579.11166666667,662.409,0.533716420322175,,,,
rf_11,2014,Summer,2014-12-03T06:00:00Z,,628.094666666667,,,3341.63266666667,1082.47513333333,0.187960416155855,,,,
rf_11,2014,Winter,2014-07-22T08:00:00Z,,908.920666666667,,,5107.38666666667,1659.12853333333,0.177961984472163,,,,
rf_11,2015,Autumn,2015-05-28T09:00:00Z,,52.271,,,8692.681,2195.734,0.00601321962694823,,,,
rf_11,2015,Spring,2015-09-03T06:30:00Z,,49.42,,,4591.128,1777.19433333333,0.0107642392022178,,,,
rf_11,2015,Summer,2015-02-13T05:30:00Z,,943.821666666667,,,2722.95666666667,709.316133333333,0.3466164842873,,,,
rf_11,2015,Winter,2015-06-02T08:00:00Z,,51.984,,,7178.50866666667,1855.1568,0.00724161555190247,,,,
rf_11,2016,Autumn,2016-05-25T07:00:00Z,,49.578,,,4258.67733333334,1655.02513333333,0.0116416427260044,,,,
rf_11,2016,Spring,2016-09-08T05:00:00Z,,51.575,,,4185.46233333333,1650.25893333333,0.0123224140829683,,,,
rf_11,2016,Summer,2016-02-25T04:00:00Z,,57.554,,,2750.32466666667,1074.9608,0.0209262567061779,,,,
rf_11,2016,Winter,2016-06-29T07:00:00Z,,49.2,,,5935.77566666667,2325.86606666667,0.00828872295095159,,,,
rf_11,2017,Autumn,2017-05-31T06:30:00Z,,50.576,,,3741.71966666667,1469.54073333333,0.0135167795841466,,,,
rf_11,2017,Spring,2017-09-17T06:00:00Z,,51.805,,,8210.59533333333,2215.52333333333,0.00630953029552953,,,,
rf_11,2017,Summer,2017-01-25T06:00:00Z,,55.09,,,3168.53233333333,1242.6072,0.0173865986534039,,,,
rf_11,2017,Winter,2017-08-30T08:30:00Z,,53.406,,,7466.81366666667,1881.57213333333,0.00715244847188499,,,,
rf_11,2018,Autumn,2018-05-14T05:30:00Z,,51.728,,,3581.851,1263.06413333333,0.0144416950900526,,,,
rf_11,2018,Summer,2018-02-25T05:00:00Z,,54.9946666666667,,,2627.30966666667,1025.01013333333,0.0209319317644196,,,,
rf_11,2018,Winter,2018-07-05T07:00:00Z,,50.91,,,8698.006,2384.409,0.00585306563366362,,,,
rf_12,2014,Spring,2014-09-27T08:30:00Z,,3020.86166666667,,1174.01133333333,4453.23266666667,407.257,0.678352534615678,,,0.263631258730548,
rf_12,2014,Summer,2014-12-04T04:30:00Z,,3003.17,,658.858,3887.70866666667,274.6455,0.772478150368948,,,0.169472060920888,
rf_12,2014,Winter,2014-08-11T07:30:00Z,,3030.18033333333,,1410.571,4863.77066666667,525.665083333333,0.623010528456933,,,0.290015935510117,
rf_12,2015,Autumn,2015-05-13T07:00:00Z,,2582.79066666667,,1436.93333333333,5539.80633333333,1083.14966666667,0.466223999767983,,,0.259383315385453,
rf_12,2015,Summer,2015-02-20T04:30:00Z,,2707.865,,1165.99,4318.61633333333,493.350416666666,0.627021432559148,,,0.269991569058886,
rf_12,2015,Winter,2015-06-01T05:00:00Z,,966.440333333334,,1824.16366666667,3082.41733333333,584.63825,0.313533252905837,,,0.591796460180821,
rf_13,2014,Spring,2014-10-08T07:30:00Z,990.609333333333,457.462333333333,,137.537,5089.609,2669.85755555555,0.0898816261393229,0.194633680766702,,0.0270230974520833,
rf_13,2014,Summer,2014-12-16T04:30:00Z,0,1675.60933333333,,1784.606,4628.61933333333,1925.20222222222,0.362010615404536,0,,0.385559034234687,
rf_13,2014,Winter,2014-08-08T06:30:00Z,2292.18833333333,0,,1868.80933333333,8090.74366666667,3797.20355555556,0,0.283309968498569,,0.230981157026727,
rf_13,2015,Autumn,2015-05-25T05:30:00Z,2494.745,0,,603.148666666667,7639.06033333333,3883.14833333333,0,0.32657747041401,,0.0789558715794932,
rf_13,2015,Spring,2015-09-21T05:30:00Z,2649.18866666667,0,,2165.988,7406.17866666667,3263.12233333334,0,0.357699805243694,,0.292456892749369,
rf_13,2015,Summer,2015-01-31T04:30:00Z,0,536.302333333333,,2638.84733333333,5290.06566666667,2167.03555555556,0.101379144820949,0,,0.498830732851015,
rf_13,2015,Winter,2015-07-26T06:00:00Z,646.187666666667,0,,2177.62566666667,8412.86633333333,4597.04555555555,0,0.0768094536467734,,0.258844676758802,
rf_13,2016,Autumn,2016-05-31T06:00:00Z,46.828,507.564333333333,,1125.473,6707.123,3040.65422222222,0.0756754175125956,0.00698183110701861,,0.167802648020619,
rf_13,2016,Spring,2016-09-07T06:00:00Z,929.778,628.357666666667,,1765.30433333333,6778.25333333333,,0.0927020038594014,0.137170736217197,,0.260436464457903,
rf_13,2016,Summer,2016-02-17T05:30:00Z,0,0,,2894.972,4920.03666666667,1965.19466666667,0,0,,0.588404557960611,
rf_13,2016,Winter,2016-07-01T06:30:00Z,70.324,0,,1705.55133333333,7993.661,3734.83322222222,0,0.00879747089600122,,0.213362980158069,
rf_13,2017,Autumn,2017-04-27T07:00:00Z,13.029,477.263666666667,,1804.96966666667,8128.145,,0.0587174154332467,0.00160294876629292,,0.222064156909931,
rf_13,2017,Spring,2017-09-13T06:00:00Z,742.592666666667,0,,2047.96733333333,7145.41433333333,,0,0.103925767215832,,0.286612817367297,
rf_13,2017,Summer,2017-01-04T04:30:00Z,16.0983333333333,483.399333333333,,2970.35466666667,5089.84066666667,,0.0949733724474151,0.00316283640051076,,0.583585000237729,
rf_13,2017,Winter,2017-07-28T07:00:00Z,819.887,453.695,,2037.73733333333,8554.69733333333,,0.053034605705123,0.0958405619805291,,0.238200985252079,
rf_13,2018,Autumn,2018-05-23T09:00:00Z,2272.28666666667,1108.20833333333,,1914.351,8011.227,,0.138331910122298,0.283637783159392,,0.238958526577764,
rf_13,2018,Summer,2018-01-15T05:00:00Z,16.597,1649.04966666667,,3276.16066666667,6500.331,,0.253687030193796,0.00255325459580443,,0.503999052766185,
rf_13,2018,Winter,2018-06-19T05:30:00Z,666.777333333333,1827.77066666667,,3549.67066666667,9575.82766666667,,0.190873387689413,0.0696313004519052,,0.370690742380737,
rf_15b,2015,Autumn,2015-03-28T04:00:00Z,,1815.1,,1050.61833333333,7318.499,2240.14575,0.24801533757127,,,0.143556531651276,
rf_15b,2015,Spring,2015-11-03T05:30:00Z,,1867.58033333333,,0,4782.326,1662.31733333333,0.390517152810856,,,0,
rf_15b,2015,Summer,2015-02-15T06:00:00Z,,1933.427,,0,4020.461,1383.37808333333,0.480896842426776,,,0,
rf_15b,2015,Winter,2015-07-04T06:00:00Z,,1885.28766666667,,1035.96333333333,6342.92066666667,2053.72433333333,0.297227060804061,,,0.163325916841042,
rf_15b,2016,Autumn,2016-04-14T07:30:00Z,,1915.63533333333,,0,2481.25966666667,683.889333333334,0.772041459049225,,,0,
rf_16,2014,Spring,2014-10-04T06:00:00Z,,2267.086,,,4174.403,429.017733333333,0.543092269720964,,,,
rf_16,2014,Summer,2014-12-17T07:00:00Z,,1655.86633333333,,,3114.11566666667,433.2498,0.531729232493718,,,,
rf_16,2014,Winter,2014-08-15T07:00:00Z,,1219.35433333333,,,4438.788,737.449999999999,0.274704341215064,,,,
rf_16,2015,Autumn,2015-03-08T04:30:00Z,,1211.72766666667,,,3476.426,533.200866666666,0.348555575946869,,,,
rf_16,2015,Summer,2015-02-02T05:30:00Z,,182.502,,,3159.503,662.992333333333,0.0577628823267457,,,,
rf_17a,2014,Autumn,2014-05-31T06:00:00Z,0,0,,,2227.82733333333,560.236000000001,0,0,,,
rf_17a,2014,Spring,2014-11-07T05:00:00Z,0,2010.43566666667,,,5114.19966666667,828.365416666666,0.393108560029497,0,,,
rf_17a,2014,Summer,2014-12-04T05:00:00Z,0,2003.04766666667,,,4641.337,682.704083333333,0.431566952941937,0,,,
rf_17a,2014,Winter,2014-06-08T06:30:00Z,0,1562.29166666667,,,4990.94766666667,910.341333333333,0.31302505476081,0,,,
rf_17a,2015,Autumn,2015-04-14T06:00:00Z,0,0,,,4207.26766666667,1233.87516666667,0,0,,,
rf_17a,2015,Spring,2015-09-11T06:30:00Z,747.577,0,,,4110.212,1071.94616666667,0,0.181882832321058,,,
rf_17a,2015,Summer,2015-12-20T05:00:00Z,0,0,,,3244.945,851.711833333333,0,0,,,
rf_17a,2015,Winter,2015-07-12T05:30:00Z,2582.89,0,,,6669.07733333333,1739.46258333333,0,0.387293454686785,,,
rf_17a,2016,Autumn,2016-03-24T04:30:00Z,0,0,,,2870.49133333333,787.140916666666,0,0,,,
rf_17a,2016,Summer,2016-01-29T06:00:00Z,0,0,,,2527.17766666667,861.042083333334,0,0,,,
rf_17b,2016,Spring,2016-10-21T04:30:00Z,,,,,2681.992,825.467749999999,,,,,
rf_17b,2016,Summer,2016-12-31T06:00:00Z,,,,,2978.503,766.416666666667,,,,,
rf_17b,2017,Autumn,2017-04-04T06:30:00Z,,,,,2912.54033333333,772.156916666667,,,,,
rf_17b,2017,Spring,2017-09-25T06:30:00Z,,,,,1604.88291666667,530.954791666667,,,,,
rf_17b,2017,Summer,2017-02-21T05:30:00Z,,,,,2310.62833333333,577.657083333333,,,,,
rf_17b,2017,Winter,2017-07-17T07:00:00Z,,,,,3819.871,1119.90925,,,,,
rf_17b,2018,Autumn,2018-05-23T06:00:00Z,,,14.7983333333334,,2345.12,1096.105,,,0.00631026699415525,,
rf_17b,2018,Summer,2018-01-06T05:30:00Z,,,0,,1874.304,490.16575,,,0,,
rf_17b,2018,Winter,2018-06-22T07:00:00Z,,,,,2277.89,569.472500000001,,,,,
rf_18,2014,Autumn,2014-05-30T06:30:00Z,,2066.304,,,8521.72433333334,2248.72458333333,0.242474870011636,,,,
rf_18,2014,Spring,2014-10-13T05:30:00Z,,2095.07533333333,,0,7795.65033333333,2205.39708333333,0.268749269624758,,,0,
rf_18,2014,Summer,2014-12-12T05:30:00Z,,2066.688,,1204.83166666667,6988.98833333333,1531.601,0.295706317056379,,,0.172389995404676,
rf_18,2014,Winter,2014-06-23T08:30:00Z,,2053.64266666667,,0,7681.93966666667,1813.34666666667,0.267333870842256,,,0,
rf_18,2015,Autumn,2015-04-21T07:00:00Z,,2061.10366666667,,1104.06,8227.38866666667,2199.81233333333,0.250517357350243,,,0.134193247059436,
rf_18,2015,Summer,2015-02-14T05:30:00Z,,1892.89533333333,,1188.03966666667,7053.47966666667,1679.64133333333,0.268363335940242,,,0.16843313127861,
rf_18,2015,Winter,2015-06-09T07:00:00Z,,2046.58966666667,,1865.716,7154.20033333333,1513.94266666667,0.286068263580915,,,0.26078609950397,
rf_19,2014,Spring,2014-09-22T06:30:00Z,0,,,0,3194.29233333333,737.061333333334,,0,,0,
rf_19,2014,Summer,2014-12-30T04:30:00Z,0,,,0,1563.238,,,0,,0,
rf_19,2014,Winter,2014-08-17T06:00:00Z,0,,,1250.646,3383.25266666667,609.503904761905,,0,,0.369657877557277,
rf_19,2015,Autumn,2015-05-27T05:30:00Z,0,,,0,3736.01566666667,897.710238095238,,0,,0,
rf_19,2015,Spring,2015-10-22T05:30:00Z,0,,,0,3357.976,,,0,,0,
rf_19,2015,Summer,2015-12-10T05:30:00Z,0,,,0,2420.92066666667,,,0,,0,
rf_19,2015,Winter,2015-07-09T06:00:00Z,0,,,0,5541.255,1400.66542857143,,0,,0,
rf_19,2016,Autumn,2016-03-02T06:30:00Z,0,,,0,2896.7824137931,,,0,,0,
rf_19,2016,Spring,2016-09-01T05:30:00Z,0,,,0,3967.37133333333,999.501619047618,,0,,0,
rf_19,2016,Summer,2016-02-19T08:00:00Z,0,,,0,2749.49933333333,651.773047619048,,0,,0,
rf_19,2016,Winter,2016-08-10T07:30:00Z,0,,,0,3684.09433333333,905.215952380954,,0,,0,
rf_19,2017,Autumn,2017-05-23T05:30:00Z,0,,,0,3254.97333333333,786.762285714286,,0,,0,
rf_19,2017,Spring,2017-09-25T04:30:00Z,0,,,0,3186.01566666667,,,0,,0,
rf_19,2017,Summer,2017-12-15T06:00:00Z,0,,,0,3603.97666666667,,,0,,0,
rf_19,2017,Winter,2017-07-29T06:30:00Z,0,,,0,3958.292,997.375142857142,,0,,0,
rf_19,2018,Autumn,2018-05-27T07:30:00Z,0,,,0,3643.10466666667,688.551047619047,,0,,0,
rf_19,2018,Summer,2018-02-18T06:00:00Z,277.182,,,0,4349.45933333333,,,0.0637279208189708,,0,
rf_19,2018,Winter,2018-06-22T07:30:00Z,0,,,0,4717.95766666667,857.822714285714,,0,,0,
rf_20,2014,Autumn,2014-05-31T05:30:00Z,,2760.284,,480.225333333333,4063.11866666667,,0.679351066619106,,,0.118191313798694,
rf_20,2014,Spring,2014-11-06T05:00:00Z,,3081.031,,2552.15866666667,6141.88866666667,851.565916666666,0.501642274423079,,,0.415533202436211,
rf_20,2014,Summer,2014-12-15T05:30:00Z,,3108.01466666667,,1847.02233333333,5443.23766666667,693.373166666666,0.570986397617644,,,0.339324212250392,
rf_20,2014,Winter,2014-07-02T05:00:00Z,,1530.598,,578.141,5288.00733333333,1662.46033333333,0.289447026737608,,,0.109330597247029,
rf_20,2015,Autumn,2015-05-30T06:00:00Z,,3042.22266666667,,921.512333333333,6243.45033333333,1301.10116666667,0.487266255715123,,,0.147596646747303,
rf_20,2015,Summer,2015-01-20T06:00:00Z,,2859.481,,1718.53366666667,5227.13733333333,689.915083333334,0.547045317092619,,,0.328771477976601,
rf_20,2015,Winter,2015-06-05T06:00:00Z,,3050.775,,3397.599,7239.90666666667,1230.07733333333,0.421383194626818,,,0.469287679583346,
rf_21,2014,Spring,2014-11-13T05:30:00Z,,,,0,2842.70766666667,945.595066666667,,,,0,
rf_21,2014,Summer,2014-12-13T05:00:00Z,,,,0,2306.94,785.229333333333,,,,0,
rf_21,2014,Winter,2014-08-09T09:00:00Z,,,,0,3760.43966666667,1401.65766666667,,,,0,
rf_21,2015,Autumn,2015-05-16T05:30:00Z,,,,1071.886,4120.682,1134.07093333333,,,,0.260123445584978,
rf_21,2015,Spring,2015-09-04T06:00:00Z,,,,0,3420.47,1117.89233333333,,,,0,
rf_21,2015,Summer,2015-01-29T04:00:00Z,,,,745.287333333334,3334.90066666667,1160.50066666667,,,,0.223481119177763,
rf_21,2015,Winter,2015-07-30T06:30:00Z,,,,1287.13366666667,3989.95233333333,1247.3228,,,,0.322593745271979,
rf_21,2016,Autumn,2016-05-22T06:00:00Z,,,,0,3198.627,966.494999999999,,,,0,
rf_21,2016,Summer,2016-01-12T08:00:00Z,,,,0,2539.972,876.082933333334,,,,0,
rf_21,2016,Winter,2016-06-06T05:00:00Z,,,,1642.988,4472.779,1359.473,,,,0.367330467255369,
